date,maxT,minT,weather,wind
2018-06-13,21,17,雷阵雨/中雨-大雨,东南风6～7级/东南风6～7级
2018-06-14,22,17,雷阵雨/多云,东南风6～7级/东南风4～5级
2018-06-15,23,17,多云/多云,东南风4～5级/南风4～5级
2018-06-16,23,17,晴/多云,南风5-6级/南风5-6级
2018-06-17,23,18,多云/晴,南风4～5级/南风4～5级
2018-06-18,24,18,晴/阵雨,南风4～5级/南风4～5级
2018-06-19,22,18,小雨/多云,南风4-5级/南风4-5级
2018-06-20,27,19,晴/晴,西北风4～5级/南风4～5级
2018-06-21,29,20,晴/多云,南风4～5级/南风4～5级
2018-06-22,28,21,多云/多云,南风4～5级/南风4～5级
2018-06-23,28,20,晴/晴,东南风4～5级/东南风4～5级
2018-06-24,31,21,晴/晴,西南风5-6级/西南风5-6级
2018-06-25,26,20,多云/暴雨,南风5-6级/南风5-6级
2018-06-26,25,17,中雨/多云,东北风6-7级/东北风6-7级
2018-06-27,28,20,多云/多云,西南风4-5级/西南风4-5级
2018-06-28,27,20,多云/晴,北风4～5级/南风4～5级
2018-06-29,30,21,晴/晴,南风4～5级/南风4～5级
2018-06-30,26,20,多云/多云,东南风4～5级/东南风4～5级
2018-05-01,13,10,中雨/中雨,东风4～5级/北风4～5级
2018-05-02,17,9,多云/多云,北风5～6级/北风5～6级
2018-05-03,20,12,晴/晴,西北风5～6级/西南风5～6级
2018-05-04,23,14,晴/晴,西南风5～6级/西南风5～6级
2018-05-05,23,13,晴/多云,西南风5～6级/北风4～5级
2018-05-06,22,13,多云/晴,南风4～5级/南风4～5级
2018-05-07,23,14,晴/晴,北风4～5级/北风4～5级
2018-05-08,24,14,晴/晴,北风4～5级/南风4～5级
2018-05-09,23,13,晴/晴,南风4～5级/南风4～5级
2018-05-10,23,13,晴/晴,西南风5～6级/西南风5～6级
2018-05-11,18,12,多云/阴,南风5～6级/南风4～5级
2018-05-12,15,11,多云/多云,东南风4～5级/东南风4～5级
2018-05-13,18,11,多云/晴,南风4～5级/南风5～6级
2018-05-14,24,14,晴/晴,南风5～6级/南风5～6级
2018-05-15,18,14,多云/小雨,南风5～6级/南风4～5级
2018-05-16,16,13,多云/雷阵雨,东风4～5级/北风4～5级
2018-05-17,21,16,多云/多云,东北风4～5级/北风4～5级
2018-05-18,23,13,晴/晴,北风4～5级/东南风4～5级
2018-05-19,20,13,晴/晴,东南风4～5级/东南风4～5级
2018-05-20,21,13,阴/多云,东南风4～5级/东南风4～5级
2018-05-21,20,13,阴/阴,东南风4～5级/东南风4～5级
2018-05-22,21,14,阴/多云,北风4～5级/北风4～5级
2018-05-23,22,15,晴/晴,西南风5-6级/西南风5-6级
2018-05-24,27,16,晴/晴,西南风6-7级/西南风6-7级
2018-05-25,25,16,晴/晴,南风5-6级/南风5-6级
2018-05-26,24,16,多云/雷阵雨,南风4-5级/南风4-5级
2018-05-27,25,17,阴/多云,南风4-5级/南风4-5级
2018-05-28,25,16,多云/多云,南风4～5级/北风4～5级
2018-05-29,24,14,晴/多云,南风4～5级/北风4～5级
2018-05-30,25,16,晴/晴,北风4～5级/北风4～5级
2018-05-31,26,18,晴/晴,西北风4-5级/西北风4-5级
2018-04-01,13,5,晴/晴,南风4～5级/南风5～6级
2018-04-02,16,6,晴/多云,南风5～6级/北风6～7级
2018-04-03,11,4,多云/多云,东北风6～7级/东北风6～7级
2018-04-04,11,4,晴/多云,东北风5～6级/东北风4～5级
2018-04-06,7,2,小雨/多云,西北风6～7级/西北风5～6级
2018-04-07,9,4,晴/晴,西风5～6级/南风4～5级
2018-04-08,12,4,晴/晴,南风4～5级/南风4～5级
2018-04-09,14,8,晴/多云,南风6～7级/南风6～7级
2018-04-10,14,6,多云/多云,西南风5～6级/西北风5～6级
2018-04-11,19,7,晴/晴,西南风4～5级/东北风4～5级
2018-04-12,16,7,晴/多云,东北风4～5级/东风4～5级
2018-04-13,14,6,小雨/小雨-中雨,东风4～5级/东风4～5级
2018-04-14,12,5,小雨/晴,西南风4～5级/西北风5～6级
2018-04-15,13,6,晴/晴,西北风4～5级/西南风4～5级
2018-04-16,16,7,少云/晴,/南风4
2018-04-17,17,9,晴/晴,南风5～6级/南风5～6级
2018-04-18,17,9,晴/晴,南风5～6级/南风5～6级
2018-04-19,21,12,晴/晴,东北风4～5级/东南风5～6级
2018-04-20,17,9,晴/晴,南风6～7级/南风6～7级
2018-04-21,15,8,多云/小雨,东风4～5级/东风5～6级
2018-04-22,11,7,小雨-中雨/小雨,东风5～6级/东北风5～6级
2018-04-23,14,7,多云/晴,东北风5～6级/北风4～5级
2018-04-24,16,9,晴/晴,北风4～5级/北风4～5级
2018-04-25,21,11,晴/晴,西北风4～5级/西南风4～5级
2018-04-26,21,11,晴/晴,南风4～5级/北风5～6级
2018-04-27,22,12,晴/晴,北风5～6级/西南风4～5级
2018-04-28,22,11,晴/晴,西南风5～6级/西南风5～6级
2018-04-29,22,11,晴/晴,西南风5～6级/南风4～5级
2018-04-30,17,11,阵雨/雷阵雨,东北风4～5级/东风4～5级
2018-03-01,1,-4,晴/晴,北风6～7级/南风4～5级
2018-03-02,7,1,晴/晴,南风5～6级/南风5～6级
2018-03-03,8,1,晴/多云,南风5～6级/北风6～7级
2018-03-04,4,-2,小雨/多云,东北风6～7级/东北风6～7级
2018-03-05,3,-3,晴/晴,东北风6～7级/东北风5～6级
2018-03-06,2,-3,晴/晴,东北风4～5级/东南风4～5级
2018-03-07,3,-5,小雨/雨夹雪,南风4～5级/北风6～7级
2018-03-08,-1,-6,晴/晴,北风6～7级/北风5～6级
2018-03-09,4,1,晴/晴,北风4～5级/南风4～5级
2018-03-10,8,1,晴/晴,北风4～5级/北风4～5级
2018-03-11,7,1,晴/晴,东南风4～5级/南风4～5级
2018-03-12,13,6,晴/晴,南风5～6级/南风5～6级
2018-03-13,15,6,晴/晴,南风5～6级/南风4～5级
2018-03-14,13,-2,多云/小雨,南风4～5级/北风6～7级
2018-03-15,3,-4,多云/晴,北风6～7级/北风6～7级
2018-03-16,5,-1,晴/晴,北风6～7级/南风4～5级
2018-03-17,7,1,多云/雨夹雪,南风4～5级/南风4～5级
2018-03-18,6,0,阴/多云,东风4～5级/北风5～6级
2018-03-19,9,0,晴/晴,东北风6～7级/东北风6～7级
2018-03-20,6,0,多云/多云,东北风6～7级/东北风5～6级
2018-03-21,7,0,多云/晴,北风4～5级/西南风4～5级
2018-03-22,10,3,晴/晴,西南风4～5级/西南风4～5级
2018-03-23,12,3,多云/晴,南风4～5级/东北风4～5级
2018-03-24,14,6,晴/晴,西南风4～5级/西南风4～5级
2018-03-25,18,8,晴/晴,南风4～5级/南风4～5级
2018-03-26,19,6,晴/晴,南风4～5级/南风4～5级
2018-03-27,11,5,晴/晴,南风5～6级/南风5～6级
2018-03-28,14,8,晴/晴,东北风5～6级/东北风5～6级
2018-03-29,17,6,晴/晴,东北风6～7级/东北风4～5级
2018-03-30,14,6,晴/晴,东南风4～5级/南风4～5级
2018-03-31,16,7,多云/多云,南风4～5级/南风4～5级
2018-02-01,2,-5,晴/多云,南风4～5级/南风4～5级
2018-02-02,-1,-9,多云/多云,北风5～6级/北风5～6级
2018-02-03,-6,-11,晴/晴,北风6～7级/北风4～5级
2018-02-04,-5,-11,晴/多云,北风4～5级/北风5～6级
2018-02-05,-7,-12,多云/晴,北风5～6级/北风5～6级
2018-02-06,-5,-9,晴/多云,北风4～5级/南风4～5级
2018-02-07,-2,-9,小雪/多云,北风5～6级/南风4～5级
2018-02-08,1,-7,晴/晴,南风4～5级/南风5～6级
2018-02-09,4,-5,晴/多云,西南风4～5级/西北风5～6级
2018-02-10,-4,-8,晴/晴,西北风5～6级/西北风5～6级
2018-02-11,-3,-7,晴/晴,西北风6～7级/西北风6～7级
2018-02-12,-2,-6,晴/晴,西北风5～6级/西南风4～5级
2018-02-13,4,-2,晴/晴,西南风5～6级/北风6～7级
2018-02-14,0,-6,晴/晴,北风5～6级/北风4～5级
2018-02-15,2,-3,晴/晴,北风4～5级/西南风4～5级
2018-02-16,2,-6,晴/晴,北风5～6级/东风4～5级
2018-02-17,3,-1,多云/多云,南风4～5级/南风4～5级
2018-02-18,3,-4,雨夹雪/多云,东北风4～5级/东北风4～5级
2018-02-19,2,-5,多云/多云,东风4～5级/东风4～5级
2018-02-20,1,-5,晴/晴,东北风4～5级/西南风4～5级
2018-02-21,4,-1,晴/多云,西南风4～5级/西南风4～5级
2018-02-22,7,-1,晴/多云,西南风4～5级/西南风4～5级
2018-02-23,7,-5,多云/多云,南风4～5级/北风6～7级
2018-02-24,-1,-6,晴/晴,北风6～7级/北风4～5级
2018-02-25,4,-3,晴/晴,南风4～5级/南风4～5级
2018-02-26,7,-1,多云/晴,南风4～5级/东北风4～5级
2018-02-27,6,1,晴/多云,东北风4～5级/东南风4～5级
2018-02-28,6,-3,小雨/雨夹雪,东南风4～5级/北风6～7级
2018-01-01,2,-6,晴/晴,北风4～5级/东北风4～5级
2018-01-01,2,-6,晴/晴,北风4～5级/东北风4～5级
2018-01-02,-2,-7,晴/晴,北风5～6级/北风5～6级
2018-01-03,-3,-6,晴/晴,北风5～6级/北风5～6级
2018-01-04,-3,-7,多云/多云,北风5～6级/北风4～5级
2018-01-05,0,-6,晴/晴,西北风4～5级/西北风4～5级
2018-01-06,1,-4,晴/晴,北风4～5级/南风4～5级
2018-01-07,2,-2,多云/小雪,南风4～5级/西风4～5级
2018-01-08,1,-7,多云/晴,西北风6～7级/西北风6～7级
2018-01-09,-3,-10,多云/小雪,西北风5～6级/西北风6～7级
2018-01-10,-6,-11,多云/多云,北风6～7级/北风6～7级
2018-01-11,-8,-11,阵雪/晴,北风5～6级/北风4～5级
2018-01-12,0,-8,晴/晴,西风5～6级/西风5～6级
2018-01-13,4,-3,晴/晴,西南风4～5级/西南风5～6级
2018-01-14,6,-2,晴/晴,西南风5～6级/北风4～5级
2018-01-15,2,-3,晴/多云,北风4～5级/南风4～5级
2018-01-16,4,-2,多云/晴,北风4～5级/南风4～5级
2018-01-17,4,-2,多云/晴,西南风4～5级/北风4～5级
2018-01-18,4,-2,晴/晴,西南风4～5级/西南风4～5级
2018-01-19,5,-1,晴/晴,西南风4～5级/东北风4～5级
2018-01-20,1,-4,晴/晴,东北风4～5级/东风4～5级
2018-01-21,0,-9,小雪/小雪,东北风5～6级/东北风5～6级
2018-01-22,-4,-14,小雪/多云,东北风6～7级/北风5～6级
2018-01-23,-10,-15,阵雪/晴,北风5～6级/北风4～5级
2018-01-24,-9,-14,晴/晴,北风4～5级/北风4～5级
2018-01-25,-10,-15,晴/晴,北风5～6级/北风5～6级
2018-01-26,-10,-13,晴/晴,北风4～5级/北风4～5级
2018-01-27,-4,-12,多云/阵雪,北风4～5级/北风4～5级
2018-01-28,-5,-11,多云/晴,北风5～6级/西北风5～6级
2018-01-29,-4,-7,晴/晴,西北风5～6级/西风5～6级
2018-01-30,1,-6,晴/晴,西风5～6级/西北风4～5级
2018-01-31,1,-4,晴/晴,东北风4～5级/南风4～5级
2017-12-01,5,2,晴/晴,西北风5～6级/西南风5～6级
2017-12-02,8,1,晴/晴,西南风5～6级/北风5～6级
2017-12-03,3,-3,晴/晴,北风5～6级/北风5～6级
2017-12-04,0,-5,多云/晴,北风5～6级/北风5～6级
2017-12-05,5,-3,晴/晴,西风6～7级/西风5～6级
2017-12-06,7,-1,晴/晴,西风4～5级/北风5～6级
2017-12-07,2,-4,晴/晴,北风5～6级/北风5～6级
2017-12-08,4,-3,晴/晴,西风6～7级/西风5～6级
2017-12-09,8,2,晴/晴,西南风5～6级/北风5～6级
2017-12-10,2,-8,多云/多云,北风6～7级/北风6～7级
2017-12-11,-6,-10,小雪/晴,北风5～6级/北风5～6级
2017-12-12,-5,-9,小雪/晴,北风5～6级/北风4～5级
2017-12-13,-3,-8,晴/晴,北风4～5级/北风4～5级
2017-12-14,1,-6,多云/小雪,北风4～5级/西南风4～5级
2017-12-15,2,-6,多云/多云,北风5～6级/北风5～6级
2017-12-16,-3,-7,小雪/晴,北风6～7级/北风5～6级
2017-12-17,2,-5,晴/晴,西风5～6级/西风5～6级
2017-12-18,3,-7,晴/晴,北风5～6级/北风5～6级
2017-12-19,1,-6,晴/多云,北风5～6级/西南风5～6级
2017-12-20,4,-1,多云/晴,西北风5～6级/西南风4～5级
2017-12-21,8,3,晴/晴,西南风5～6级/西南风5～6级
2017-12-22,8,-2,晴/晴,西南风5～6级/北风4～5级
2017-12-23,6,-1,多云/多云,南风4～5级/北风5～6级
2017-12-24,2,-6,多云/晴,北风6～7级/北风5～6级
2017-12-25,4,-6,晴/晴,西风5～6级/北风5～6级
2017-12-26,-3,-8,晴/晴,北风5～6级/北风4～5级
2017-12-27,4,-6,多云/多云,南风4～5级/西南风4～5级
2017-12-28,6,0,多云/多云,南风4～5级/东北风4～5级
2017-12-29,3,-5,晴/晴,北风4～5级/北风4～5级
2017-12-30,0,-5,多云/多云,北风4～5级/北风5～6级
2017-12-31,3,-3,晴/晴,西北风4～5级/西北风4～5级
2017-11-01,17,11,多云/晴,东北风4-5级/南风4-5级
2017-11-02,17,5,阵雨/多云,北风5-6级/北风6-7级
2017-11-03,8,3,晴/晴,北风6-7级/北风5-6级
2017-11-04,12,6,晴/晴,西风5-6级/西风5-6级
2017-11-05,15,11,晴/晴,西南风5-6级/西南风5-6级
2017-11-06,15,11,晴/晴,西南风5-6级/西南风5-6级
2017-11-07,16,8,多云/晴,西风5-6级/北风5-6级
2017-11-08,11,6,晴/晴,北风5-6级/南风4-5级
2017-11-09,15,7,多云/小雨,南风5-6级/西南风5-6级
2017-11-10,13,3,多云/晴,北风6-7级/北风5-6级
2017-11-11,10,5,晴/晴,北风4-5级/西南风5-6级
2017-11-12,12,7,晴/晴,西南风5-6级/西南风5-6级
2017-11-13,13,3,晴/晴,西风5～6级/西北风5～6级
2017-11-14,6,1,晴/晴,西北风5～6级/西北风5～6级
2017-11-15,6,1,晴/晴,西北风5～6级/北风4～5级
2017-11-16,9,0,多云/小雨,南风4～5级/南风5～6级
2017-11-17,10,-3,多云/晴,北风7～8级/北风7～8级
2017-11-18,0,-3,晴/晴,北风6～7级/北风5～6级
2017-11-19,5,0,晴/多云,北风4～5级/西风5～6级
2017-11-20,7,3,晴/晴,西北风5～6级/西南风5～6级
2017-11-21,10,3,晴/晴,西南风5～6级/西北风5～6级
2017-11-22,6,1,晴/多云,北风5～6级/北风5～6级
2017-11-23,5,0,多云/多云,西北风6～7级/西北风5～6级
2017-11-24,5,0,多云/多云,西风5～6级/西风5～6级
2017-11-25,9,-2,多云/多云,西南风5～6级/南风5～6级
2017-11-26,7,-4,晴/晴,北风5～6级/北风5～6级
2017-11-27,8,4,晴/晴,南风5～6级/南风5～6级
2017-11-28,11,-3,多云/晴,北风6～7级/北风6～7级
2017-11-29,4,-5,多云/晴,北风5～6级/北风4～5级
2017-11-30,0,-1,晴/晴,北风4～5级/西北风4～5级
2017-10-01,23,12,阵雨/多云,南风5-6级/北风6-7级
2017-10-02,18,11,晴/晴,北风6-7级/北风6-7级
2017-10-03,18,12,晴/晴,北风5-6级/北风4-5级
2017-10-04,19,14,晴/晴,南风4-5级/南风4-5级
2017-10-05,20,14,晴/多云,南风4-5级/南风4-5级
2017-10-06,20,15,多云/晴,南风4-5级/南风4-5级
2017-10-07,22,16,多云/多云,南风4-5级/南风4-5级
2017-10-08,21,16,小雨/中雨,南风4-5级/南风4-5级
2017-10-09,19,12,中雨/中雨,北风6-7级/北风6-7级
2017-10-10,13,8,小雨/多云,东北风6-7级/北风6-7级
2017-10-11,14,10,晴/晴,北风5-6级/北风4-5级
2017-10-12,15,11,多云/阴,东北风4-5级/西南风4-5级
2017-10-13,18,12,晴/晴,西北风4-5级/东北风4-5级
2017-10-14,17,12,晴/多云,东风5-6级/东南风4-5级
2017-10-15,17,12,多云/多云,南风4-5级/东北风5-6级
2017-10-16,16,10,晴/晴,东北风5-6级/东北风4-5级
2017-10-17,17,10,晴/晴,东北风4-5级/东北风4-5级
2017-10-18,17,12,多云/晴,东北风4-5级/东北风4-5级
2017-10-19,19,13,晴/多云,西南风4-5级/西南风4-5级
2017-10-20,19,13,多云/晴,西南风4-5级/西南风4-5级
2017-10-21,18,9,晴/多云,北风5-6级/北风5-6级
2017-10-22,12,6,多云/晴,北风6-7级/北风6-7级
2017-10-23,11,7,晴/晴,北风6-7级/北风5-6级
2017-10-24,15,10,晴/晴,西北风4-5级/西南风4-5级
2017-10-25,18,13,晴/多云,西南风4-5级/西南风4-5级
2017-10-26,18,13,多云/晴,西南风4-5级/西南风4-5级
2017-10-27,18,13,晴/晴,南风4-5级/南风4-5级
2017-10-28,18,8,晴/晴,北风6-7级/北风6-7级
2017-10-29,10,5,晴/晴,北风6-7级/北风6-7级
2017-10-30,15,9,晴/晴,西风5-6级/西南风5-6级
2017-10-31,16,12,晴/晴,西南风5-6级/西南风5-6级
2017-09-01,27,20,多云/多云,西南风4-5级/北风4-5级
2017-09-02,26,20,阵雨/晴,南风4-5级/南风4-5级
2017-09-03,26,20,晴/晴,南风4-5级/南风4-5级
2017-09-04,26,21,多云/多云,南风4-5级/南风4-5级
2017-09-05,25,21,阵雨/多云,南风4-5级/西南风4-5级
2017-09-06,27,21,多云/晴,西北风4-5级/西南风4-5级
2017-09-07,28,21,晴/晴,西南风4-5级/西南风4-5级
2017-09-08,28,21,晴/晴,西南风4-5级/南风4-5级
2017-09-09,28,22,晴/多云,南风4-5级/南风4-5级
2017-09-10,26,19,多云/多云,南风4-5级/北风4-5级
2017-09-11,26,18,多云/晴,北风4-5级/北风5-6级
2017-09-12,26,18,晴/晴,西北风4-5级/东北风4-5级
2017-09-13,26,20,晴/晴,南风4-5级/南风4-5级
2017-09-14,26,20,晴/晴,南风4-5级/南风4-5级
2017-09-15,25,20,晴/晴,东南风4-5级/东南风4-5级
2017-09-16,26,20,晴/多云,南风4-5级/南风4-5级
2017-09-17,26,20,多云/晴,北风4-5级/北风4-5级
2017-09-18,27,20,晴/多云,西南风4-5级/西南风4-5级
2017-09-19,26,18,多云/晴,西北风5-6级/西北风5-6级
2017-09-20,26,19,晴/晴,西北风4-5级/南风4-5级
2017-09-21,26,19,晴/多云,南风5-6级/南风5-6级
2017-09-22,25,18,阵雨/晴,南风5-6级/西北风5-6级
2017-09-23,26,20,晴/多云,南风4-5级/南风4-5级
2017-09-24,26,20,阵雨/多云,南风5-6级/东南风4-5级
2017-09-25,26,20,晴/晴,南风4-5级/南风4-5级
2017-09-26,24,15,多云/多云,东北风5-6级/东北风5-6级
2017-09-27,21,15,晴/晴,北风5-6级/北风4-5级
2017-09-28,20,15,晴/晴,西北风5-6级/西南风4-5级
2017-09-29,23,17,晴/晴,西南风5-6级/西南风4-5级
2017-09-30,24,18,晴/多云,南风5-6级/南风5-6级
2017-08-01,29,24,多云/多云,东南风4-5级/东南风4-5级
2017-08-02,29,24,阵雨/阵雨,东南风4-5级/东南风5-6级
2017-08-03,28,24,大雨/大雨,南风6-7级/南风5-6级
2017-08-04,29,24,多云/多云,南风5-6级/南风4-5级
2017-08-05,28,23,大雨/多云,南风4-5级/南风4-5级
2017-08-06,29,24,阵雨/阵雨,南风4-5级/南风4-5级
2017-08-07,30,23,晴/晴,西北风4-5级/北风4-5级
2017-08-08,31,24,晴/晴,北风4-5级/南风4-5级
2017-08-09,30,24,晴/多云,南风4-5级/东南风4-5级
2017-08-10,29,24,阵雨/多云,东南风4-5级/东南风4-5级
2017-08-11,30,24,晴/晴,东南风4-5级/东南风4-5级
2017-08-12,30,24,晴/晴,东南风4～5级/东南风4～5级
2017-08-13,28,24,阵雨/阵雨,东南风5-6级/东南风5-6级
2017-08-14,27,24,阵雨/多云,东北风5-6级/东北风5-6级
2017-08-15,27,22,多云/晴,东北风5-6级/东北风4-5级
2017-08-16,28,22,多云/多云,东风4-5级/东风4-5级
2017-08-17,27,22,雷阵雨/多云,东南风4-5级/东南风4-5级
2017-08-18,28,23,阵雨/阵雨,东北风4-5级/东南风4-5级
2017-08-19,28,23,阵雨/阵雨,东南风4-5级/东风5-6级
2017-08-20,27,23,阵雨/多云,东北风5-6级/东北风5-6级
2017-08-21,28,23,晴/晴,北风4-5级/南风4-5级
2017-08-22,29,24,晴/多云,南风4-5级/南风4-5级
2017-08-23,28,23,阵雨/阵雨,西南风4-5级/北风4-5级
2017-08-24,28,22,晴/晴,北风5-6级/西风4-5级
2017-08-25,29,21,晴/晴,西北风4-5级/西北风4-5级
2017-08-26,29,22,晴/晴,北风4-5级/南风4-5级
2017-08-27,27,20,阵雨/中雨,西南风4-5级/西南风4-5级
2017-08-28,23,17,小到中雨/多云,北风5-6级/北风5-6级
2017-08-29,23,18,晴/晴,北风5-6级/西风4-5级
2017-08-30,25,20,晴/晴,西风5-6级/西风4-5级
2017-08-31,26,20,晴/多云,西南风4-5级/西南风4-5级
2017-07-01,28,22,多云/多云,东南风4-5级/东南风4-5级
2017-07-02,26,21,阵雨/阵雨,东南风5-6级/东风5-6级
2017-07-03,28,22,晴/晴,东南风4-5级/东南风4-5级
2017-07-04,30,21,晴/晴,南风4-5级/南风4-5级
2017-07-05,30,23,晴/晴,南风4-5级/东南风4-5级
2017-07-06,27,22,多云/阵雨,东南风5-6级/东南风5-6级
2017-07-07,26,23,中雨/多云,南风6-7级/南风5-6级
2017-07-08,30,23,晴/晴,南风5-6级/南风4-5级
2017-07-09,30,23,晴/晴,南风4-5级/南风4-5级
2017-07-10,28,23,阴/阴,南风4～5级/南风4～5级
2017-07-11,31,25,晴/晴,西南风4-5级/南风4-5级
2017-07-12,31,24,晴/晴,南风5-6级/南风5-6级
2017-07-13,30,25,晴/多云,南风5-6级/南风5-6级
2017-07-14,31,25,多云/多云,南风4-5级/南风4-5级
2017-07-15,28,23,多云/阵雨,东南风4-5级/东南风5-6级
2017-07-16,28,24,多云/多云,东南风4-5级/东南风4-5级
2017-07-17,29,24,多云/多云,南风4-5级/东南风4-5级
2017-07-18,29,24,晴/阵雨,南风4-5级/南风4-5级
2017-07-19,29,25,多云/中雨,南风4-5级/南风4-5级
2017-07-20,29,24,雷阵雨/多云,南风4-5级/南风4-5级
2017-07-21,29,24,多云/多云,北风5-6级/北风5-6级
2017-07-22,29,24,多云/多云,东北风4-5级/东北风4-5级
2017-07-23,29,24,多云/阵雨,东北风4-5级/东北风4-5级
2017-07-24,30,24,多云/晴,东北风4-5级/东北风4-5级
2017-07-25,31,25,晴/晴,东北风4-5级/东北风4-5级
2017-07-26,29,23,多云/中雨,东南风4-5级/南风5-6级
2017-07-27,28,21,多云/多云,南风5-6级/北风4-5级
2017-07-28,29,23,多云/多云,北风4-5级/北风4-5级
2017-07-29,29,23,多云/晴,北风4-5级/西南风4-5级
2017-07-30,28,23,晴/阵雨,南风4-5级/东南风4-5级
2017-07-31,28,23,多云/多云,东南风4-5级/东南风4-5级
2017-06-01,27,16,晴/晴,北风5-6级/北风4-5级
2017-06-02,22,14,多云/多云,东北风5-6级/北风4-5级
2017-06-03,24,16,晴/晴,西北风4-5级/西南风4-5级
2017-06-04,26,17,晴/晴,西风5-6级/西南风4-5级
2017-06-05,25,18,晴/多云,南风4-5级/南风4-5级
2017-06-06,19,15,小雨/小雨,东风6-7级/北风6-7级
2017-06-07,23,17,多云/晴,西风5-6级/西南风5-6级
2017-06-08,28,20,晴/多云,西南风5-6级/西南风5-6级
2017-06-09,29,18,晴/晴,西风5-6级/东北风4-5级
2017-06-10,25,18,晴/晴,东风4-5级/南风4-5级
2017-06-11,26,18,晴/阴,北风4-5级/东风4-5级
2017-06-12,25,17,阴/多云,东北风4-5级/东南风4-5级
2017-06-13,26,18,晴/晴,东南风4-5级/西南风4-5级
2017-06-14,30,21,晴/晴,西南风5-6级/西南风5-6级
2017-06-15,32,25,晴/晴,西南风5-6级/西南风4-5级
2017-06-16,30,22,晴/晴,南风4-5级/南风4-5级
2017-06-17,29,20,晴/晴,南风4-5级/南风5-6级
2017-06-18,28,21,晴/多云,南风5-6级/南风5-6级
2017-06-19,26,19,多云/阴,南风5-6级/南风4-5级
2017-06-20,25,19,多云/晴,南风4-5级/南风4-5级
2017-06-21,26,20,多云/多云,南风4-5级/南风4-5级
2017-06-22,26,19,多云/多云,东南风4-5级/东南风4-5级
2017-06-23,24,19,阵雨/阵雨,东南风5-6级/东南风5-6级
2017-06-24,23,18,中雨/小雨,东风5-6级/东北风5-6级
2017-06-25,25,19,阴/晴,东北风5-6级/西北风4-5级
2017-06-26,28,20,晴/晴,南风4-5级/南风4-5级
2017-06-27,27,20,晴/晴,东南风4-5级/东南风4-5级
2017-06-28,27,21,晴/晴,东南风4-5级/东南风4-5级
2017-06-29,27,21,晴/晴,南风4-5级/南风4-5级
2017-06-30,28,21,晴/晴,南风4-5级/南风4-5级
2017-05-01,23,14,晴/晴,东风4-5级/东南风4-5级
2017-05-02,21,13,晴/晴,东南风4-5级/南风4-5级
2017-05-03,16,12,多云/小雨,东南风5-6级/南风4-5级
2017-05-04,14,11,小雨/多云,南风4-5级/南风4-5级
2017-05-05,19,11,多云/晴,西北风6-7级/西北风5-6级
2017-05-06,20,12,晴/晴,西风5-6级/西南风4-5级
2017-05-07,22,15,晴/晴,西南风5-6级/西南风5-6级
2017-05-08,25,16,晴/多云,南风4-5级/西南风5-6级
2017-05-09,18,12,小雨/多云,南风5-6级/南风4-5级
2017-05-10,20,13,晴/多云,南风4-5级/南风4-5级
2017-05-11,23,12,晴/晴,南风4-5级/南风4-5级
2017-05-12,22,11,晴/多云,南风4-5级/西北风4-5级
2017-05-13,20,11,晴/晴,西北风4～5级/西北风4～5级
2017-05-14,18,12,多云/多云,南风4～5级/南风4～5级
2017-05-15,20,12,多云/晴,西南风4～5级/西南风4～5级
2017-05-16,24,15,晴/晴,西南风4-5级/南风4-5级
2017-05-17,24,16,晴/晴,南风4-5级/南风5-6级
2017-05-18,27,18,晴/晴,西南风5-6级/西南风5-6级
2017-05-19,28,17,晴/晴,西南风5-6级/南风5-6级
2017-05-20,26,16,晴/晴,南风5-6级/南风4-5级
2017-05-21,22,14,晴/晴,东南风4-5级/东南风4-5级
2017-05-22,21,13,多云/中雨,东南风4-5级/北风5-6级
2017-05-23,21,14,多云/晴,北风5-6级/西北风4-5级
2017-05-24,25,14,晴/晴,西南风4-5级/北风6-7级
2017-05-25,22,14,晴/晴,北风6-7级/北风4-5级
2017-05-26,23,15,晴/晴,北风4-5级/西南风4-5级
2017-05-27,24,17,晴/晴,东南风5-6级/东南风5-6级
2017-05-28,28,18,晴/多云,南风4-5级/东北风4-5级
2017-05-29,23,17,多云/阵雨,东风4-5级/东风4-5级
2017-05-30,22,16,雷阵雨/雷阵雨,东风4-5级/南风4-5级
2017-05-31,22,16,多云/阵雨,东南风4-5级/北风4-5级
2017-04-01,14,6,晴/晴,西北风4-5级/西北风4-5级
2017-04-02,16,8,晴/晴,西南风4-5级/西南风4-5级
2017-04-03,20,10,晴/多云,南风4-5级/南风4-5级
2017-04-04,17,8,多云/多云,南风5-6级/南风5-6级
2017-04-05,10,6,小雨/多云,东风5-6级/北风4-5级
2017-04-06,14,7,晴/晴,西北风4-5级/西南风4-5级
2017-04-07,13,7,多云/多云,东南风4-5级/北风4-5级
2017-04-08,13,6,多云/晴,北风5-6级/北风5-6级
2017-04-09,16,8,晴/晴,北风5-6级/北风4-5级
2017-04-10,16,8,多云/多云,南风4-5级/北风5-6级
2017-04-11,15,7,晴/晴,北风5-6级/西南风4-5级
2017-04-12,16,8,晴/晴,南风4-5级/南风4-5级
2017-04-13,18,9,晴/小雨,西南风5-6级/西南风5-6级
2017-04-14,19,9,多云/晴,西南风4-5级/西南风4-5级
2017-04-15,20,10,晴/多云,南风4-5级/南风4-5级
